MONAD-ABSTRACTION-LIB v1
A0[A14[C0,C1,C2,C3,C4,V0,V1,V2,V3,C9]]	M	4	2	0	0	0:C8;1:C6;2:C7;3:C5|0:C5;1:C2;2:C0;3:C8
A0[A21[C3]]	M	3	12	12892	0	
A0[A33[V0,V0,C4,V1,V2,V2,V2,C0,C0,C0,C0]]	M	7	8	12938	44	0:C1;1:C2;2:C0|0:C0;1:C0;2:C8|0:C0;1:C0;2:C2
A0[A9[],A4[C2]]	M	4	2	12892	0	
A0[A21[C1]]	M	3	6	12892	0	
A0[A14[C0,C1,C2,C3,C4,C5,C0,C7,C8,C9]]	M	12	72	12894	0	
A0[A45[],A6[],A12[C0,C6,C0]]	M	7	2	12893	0	
A0[A6[],A6[],A12[C3,C3,C0]]	M	7	56	12893	0	
A0[A6[],A6[],A12[C3,C3,V0]]	M	5	128	12893	0	0:C0|0:C2
A0[A6[],A6[],A12[V0,V0,C0]]	M	5	48	12979	87	0:C3|0:C6
A0[A33[C0,C0,C4,C0,V0,V0,V0,C0,C0,C0,C0]]	M	11	6	12894	0	0:C8|0:C2
A0[A33[C0,C0,C4,C0,C8,C8,C8,C0,C0,C0,C0]]	M	13	6	12894	0	
A0[A6[],A6[],A12[C4,V0,C0]]	M	5	2	12892	0	0:C3|0:C6
A0[A12[C4,C4,C2]]	M	5	30	12892	0	
A0[A1[C2]]	M	3	12	12892	0	
A0[A35[C1]]	M	3	2	12892	0	
A0[A6[],A6[],A12[C1,C3,C0]]	M	7	20	12893	0	
A0[A6[],A6[],A12[C3,C3,C2]]	M	7	56	12893	0	
A0[A6[],A6[],A12[V0,V0,V1]]	M	3	48	12892	0	0:C3;1:C2|0:C6;1:C0
A0[A21[C4]]	M	3	6	12892	0	
A0[A21[C8]]	M	3	2	12892	0	
A0[A6[],A6[],A12[C6,C6,C0]]	M	7	6	12893	0	
